X,CH1,
Second,Volt,
-6.2199995e-02,-1.00000e-02,
-6.2179998e-02,-1.00000e-02,
-6.2159993e-02,-8.00000e-03,
-6.2139995e-02,-1.00000e-02,
-6.2119998e-02,-1.00000e-02,
-6.2099993e-02,-1.00000e-02,
-6.2079996e-02,-1.00000e-02,
-6.2059999e-02,-1.00000e-02,
-6.2039994e-02,-1.00000e-02,
-6.2019996e-02,-1.00000e-02,
-6.1999999e-02,-1.00000e-02,
-6.1979994e-02,-1.00000e-02,
-6.1959997e-02,-1.00000e-02,
-6.1939992e-02,-1.00000e-02,
-6.1919995e-02,-1.00000e-02,
-6.1899997e-02,-1.00000e-02,
-6.1879992e-02,-1.00000e-02,
-6.1859995e-02,-1.00000e-02,
-6.1839998e-02,-1.00000e-02,
-6.1819993e-02,-1.00000e-02,
-6.1799996e-02,-1.00000e-02,
-6.1779998e-02,-1.00000e-02,
-6.1759993e-02,-1.00000e-02,
-6.1739996e-02,-8.00000e-03,
-6.1719999e-02,-1.00000e-02,
-6.1699994e-02,-8.00000e-03,
-6.1679997e-02,-1.00000e-02,
-6.1659999e-02,-1.00000e-02,
-6.1639994e-02,-1.00000e-02,
-6.1619997e-02,-8.00000e-03,
-6.1599992e-02,-1.00000e-02,
-6.1579995e-02,-1.00000e-02,
-6.1559997e-02,-1.00000e-02,
-6.1539993e-02,-8.00000e-03,
-6.1519995e-02,-8.00000e-03,
-6.1499998e-02,-1.00000e-02,
-6.1479993e-02,-1.00000e-02,
-6.1459996e-02,-8.00000e-03,
-6.1439998e-02,-8.00000e-03,
-6.1419994e-02,-1.00000e-02,
-6.1399996e-02,-8.00000e-03,
-6.1379999e-02,-1.00000e-02,
-6.1359994e-02,-8.00000e-03,
-6.1339997e-02,-1.00000e-02,
-6.1319999e-02,-8.00000e-03,
-6.1299995e-02,-1.00000e-02,
-6.1279997e-02,-1.00000e-02,
-6.1259992e-02,-1.00000e-02,
-6.1239995e-02,-8.00000e-03,
-6.1219998e-02,-1.00000e-02,
-6.1199993e-02,-8.00000e-03,
-6.1179996e-02,-8.00000e-03,
-6.1159998e-02,-8.00000e-03,
-6.1139993e-02,-8.00000e-03,
-6.1119996e-02,-8.00000e-03,
-6.1099999e-02,-8.00000e-03,
-6.1079994e-02,-8.00000e-03,
-6.1059996e-02,-1.00000e-02,
-6.1039999e-02,-1.00000e-02,
-6.1019994e-02,-1.00000e-02,
-6.0999997e-02,-8.00000e-03,
-6.0979992e-02,-1.00000e-02,
-6.0959995e-02,-8.00000e-03,
-6.0939997e-02,-8.00000e-03,
-6.0919993e-02,-1.00000e-02,
-6.0899995e-02,-8.00000e-03,
-6.0879998e-02,-8.00000e-03,
-6.0859993e-02,-1.00000e-02,
-6.0839996e-02,-8.00000e-03,
-6.0819998e-02,-8.00000e-03,
-6.0799994e-02,-1.00000e-02,
-6.0779996e-02,-1.00000e-02,
-6.0759999e-02,-1.00000e-02,
-6.0739994e-02,-8.00000e-03,
-6.0719997e-02,-1.00000e-02,
-6.0699999e-02,-1.00000e-02,
-6.0679995e-02,-1.00000e-02,
-6.0659997e-02,-1.00000e-02,
-6.0639992e-02,-1.00000e-02,
-6.0619995e-02,-1.00000e-02,
-6.0599998e-02,-1.00000e-02,
-6.0579993e-02,-8.00000e-03,
-6.0559995e-02,-1.00000e-02,
-6.0539998e-02,-1.00000e-02,
-6.0519993e-02,-1.00000e-02,
-6.0499996e-02,-8.00000e-03,
-6.0479999e-02,-1.00000e-02,
-6.0459994e-02,-8.00000e-03,
-6.0439996e-02,-1.00000e-02,
-6.0419999e-02,-1.00000e-02,
-6.0399994e-02,-1.00000e-02,
-6.0379997e-02,-1.00000e-02,
-6.0359992e-02,-1.00000e-02,
-6.0339995e-02,-1.00000e-02,
-6.0319997e-02,-1.00000e-02,
-6.0299993e-02,-1.00000e-02,
-6.0279995e-02,-1.00000e-02,
-6.0259998e-02,-1.00000e-02,
-6.0239993e-02,-1.00000e-02,
-6.0219996e-02,-1.00000e-02,
-6.0199998e-02,-1.00000e-02,
-6.0179994e-02,-1.00000e-02,
-6.0159996e-02,-1.00000e-02,
-6.0139999e-02,-1.00000e-02,
-6.0119994e-02,-8.00000e-03,
-6.0099997e-02,-1.00000e-02,
-6.0079999e-02,-1.00000e-02,
-6.0059994e-02,-1.00000e-02,
-6.0039997e-02,-1.00000e-02,
-6.0019992e-02,-8.00000e-03,
-5.9999995e-02,-8.00000e-03,
-5.9979998e-02,-8.00000e-03,
-5.9959993e-02,-8.00000e-03,
-5.9939995e-02,-1.00000e-02,
-5.9919998e-02,-1.00000e-02,
-5.9899993e-02,-1.00000e-02,
-5.9879996e-02,-1.00000e-02,
-5.9859999e-02,-1.00000e-02,
-5.9839994e-02,-1.00000e-02,
-5.9819996e-02,-1.00000e-02,
-5.9799999e-02,-1.00000e-02,
-5.9779994e-02,-1.00000e-02,
-5.9759997e-02,-1.00000e-02,
-5.9739999e-02,-1.00000e-02,
-5.9719995e-02,-1.00000e-02,
-5.9699997e-02,-1.00000e-02,
-5.9679992e-02,-1.00000e-02,
-5.9659995e-02,-1.00000e-02,
-5.9639998e-02,-1.00000e-02,
-5.9619993e-02,-1.00000e-02,
-5.9599996e-02,-1.00000e-02,
-5.9579998e-02,-1.00000e-02,
-5.9559993e-02,-1.00000e-02,
-5.9539996e-02,-1.00000e-02,
-5.9519999e-02,-1.00000e-02,
-5.9499994e-02,-1.00000e-02,
-5.9479997e-02,-1.00000e-02,
-5.9459999e-02,-1.00000e-02,
-5.9439994e-02,-1.00000e-02,
-5.9419997e-02,-1.00000e-02,
-5.9399992e-02,-1.00000e-02,
-5.9379995e-02,-1.00000e-02,
-5.9359998e-02,-1.00000e-02,
-5.9339993e-02,-1.00000e-02,
-5.9319995e-02,-1.00000e-02,
-5.9299998e-02,-1.00000e-02,
-5.9279993e-02,-1.00000e-02,
-5.9259996e-02,-1.00000e-02,
-5.9239998e-02,-1.00000e-02,
-5.9219994e-02,-1.00000e-02,
-5.9199996e-02,-1.00000e-02,
-5.9179999e-02,-1.00000e-02,
-5.9159994e-02,-1.00000e-02,
-5.9139997e-02,-1.00000e-02,
-5.9119999e-02,-1.00000e-02,
-5.9099995e-02,-1.00000e-02,
-5.9079997e-02,-1.00000e-02,
-5.9059992e-02,-1.00000e-02,
-5.9039995e-02,-1.00000e-02,
-5.9019998e-02,-1.00000e-02,
-5.8999993e-02,-1.00000e-02,
-5.8979996e-02,-1.20000e-02,
-5.8959998e-02,-1.00000e-02,
-5.8939993e-02,-1.20000e-02,
-5.8919996e-02,-1.00000e-02,
-5.8899999e-02,-1.00000e-02,
-5.8879994e-02,-1.00000e-02,
-5.8859996e-02,-1.00000e-02,
-5.8839999e-02,-1.00000e-02,
-5.8819994e-02,-1.00000e-02,
-5.8799997e-02,-1.00000e-02,
-5.8779992e-02,-1.00000e-02,
-5.8759995e-02,-8.00000e-03,
-5.8739997e-02,-1.00000e-02,
-5.8719993e-02,-1.00000e-02,
-5.8699995e-02,-1.00000e-02,
-5.8679998e-02,-1.00000e-02,
-5.8659993e-02,-8.00000e-03,
-5.8639996e-02,-8.00000e-03,
-5.8619998e-02,-8.00000e-03,
-5.8599994e-02,-8.00000e-03,
-5.8579996e-02,-8.00000e-03,
-5.8559999e-02,-8.00000e-03,
-5.8539994e-02,-1.00000e-02,
-5.8519997e-02,-8.00000e-03,
-5.8499999e-02,-8.00000e-03,
-5.8479995e-02,-8.00000e-03,
-5.8459997e-02,-1.00000e-02,
-5.8439992e-02,-1.00000e-02,
-5.8419995e-02,-8.00000e-03,
-5.8399998e-02,-8.00000e-03,
-5.8379993e-02,-8.00000e-03,
-5.8359995e-02,-1.00000e-02,
-5.8339998e-02,-1.00000e-02,
-5.8319993e-02,-1.00000e-02,
-5.8299996e-02,-1.00000e-02,
-5.8279999e-02,-1.00000e-02,
-5.8259994e-02,-1.00000e-02,
-5.8239996e-02,-1.00000e-02,
-5.8219999e-02,-8.00000e-03,
-5.8199994e-02,-1.00000e-02,
-5.8179997e-02,-1.00000e-02,
-5.8160000e-02,-1.00000e-02,
-5.8139995e-02,-1.00000e-02,
-5.8119997e-02,-1.00000e-02,
-5.8099993e-02,-1.00000e-02,
-5.8079995e-02,-1.00000e-02,
-5.8059998e-02,-8.00000e-03,
-5.8039993e-02,-1.00000e-02,
-5.8019996e-02,-1.00000e-02,
-5.7999998e-02,-1.00000e-02,
-5.7979994e-02,-1.00000e-02,
-5.7959996e-02,-1.00000e-02,
-5.7939999e-02,-1.00000e-02,
-5.7919994e-02,-1.00000e-02,
-5.7899997e-02,-1.00000e-02,
-5.7879999e-02,-1.00000e-02,
-5.7859994e-02,-1.00000e-02,
-5.7839997e-02,-8.00000e-03,
-5.7819992e-02,-1.00000e-02,
-5.7799995e-02,-1.00000e-02,
-5.7779998e-02,-1.00000e-02,
-5.7759993e-02,-8.00000e-03,
-5.7739995e-02,-1.00000e-02,
-5.7719998e-02,-1.00000e-02,
-5.7699993e-02,-1.00000e-02,
-5.7679996e-02,-8.00000e-03,
-5.7659999e-02,-1.00000e-02,
-5.7639994e-02,-8.00000e-03,
-5.7619996e-02,-1.00000e-02,
-5.7599999e-02,-1.00000e-02,
-5.7579994e-02,-8.00000e-03,
-5.7559997e-02,-8.00000e-03,
-5.7539999e-02,-8.00000e-03,
-5.7519995e-02,-1.00000e-02,
-5.7499997e-02,-8.00000e-03,
-5.7479993e-02,-1.00000e-02,
-5.7459995e-02,-1.00000e-02,
-5.7439998e-02,-1.00000e-02,
-5.7419993e-02,-1.00000e-02,
-5.7399996e-02,-1.00000e-02,
-5.7379998e-02,-8.00000e-03,
-5.7359993e-02,-1.00000e-02,
-5.7339996e-02,-1.00000e-02,
-5.7319999e-02,-1.00000e-02,
-5.7299994e-02,-1.00000e-02,
-5.7279997e-02,-1.00000e-02,
-5.7259999e-02,-1.00000e-02,
-5.7239994e-02,-1.00000e-02,
-5.7219997e-02,-1.00000e-02,
-5.7199992e-02,-1.00000e-02,
-5.7179995e-02,-1.00000e-02,
-5.7159998e-02,-1.00000e-02,
-5.7139993e-02,-1.00000e-02,
-5.7119995e-02,-1.00000e-02,
-5.7099998e-02,-8.00000e-03,
-5.7079993e-02,-8.00000e-03,
-5.7059996e-02,-1.00000e-02,
-5.7039998e-02,-1.00000e-02,
-5.7019994e-02,-8.00000e-03,
-5.6999996e-02,-8.00000e-03,
-5.6979999e-02,-1.00000e-02,
-5.6959994e-02,-8.00000e-03,
-5.6939997e-02,-8.00000e-03,
-5.6919999e-02,-8.00000e-03,
-5.6899995e-02,-6.00000e-03,
-5.6879997e-02,-8.00000e-03,
-5.6859992e-02,-8.00000e-03,
-5.6839995e-02,-8.00000e-03,
-5.6819998e-02,-8.00000e-03,
-5.6799993e-02,-8.00000e-03,
-5.6779996e-02,-8.00000e-03,
-5.6759998e-02,-8.00000e-03,
-5.6739993e-02,-1.00000e-02,
-5.6719996e-02,-8.00000e-03,
-5.6699999e-02,-8.00000e-03,
-5.6679994e-02,-6.00000e-03,
-5.6659997e-02,-8.00000e-03,
-5.6639999e-02,-8.00000e-03,
-5.6619994e-02,-8.00000e-03,
-5.6599997e-02,-8.00000e-03,
-5.6579992e-02,-1.00000e-02,
-5.6559995e-02,-8.00000e-03,
-5.6539997e-02,-8.00000e-03,
-5.6519993e-02,-8.00000e-03,
-5.6499995e-02,-1.00000e-02,
-5.6479998e-02,-8.00000e-03,
-5.6459993e-02,-1.00000e-02,
-5.6439996e-02,-1.00000e-02,
-5.6419998e-02,-8.00000e-03,
-5.6399994e-02,-1.00000e-02,
-5.6379996e-02,-1.00000e-02,
-5.6359999e-02,-1.00000e-02,
-5.6339994e-02,-1.00000e-02,
-5.6319997e-02,-1.00000e-02,
-5.6299999e-02,-1.20000e-02,
-5.6279995e-02,-1.00000e-02,
-5.6259997e-02,-1.00000e-02,
-5.6239992e-02,-1.20000e-02,
-5.6219995e-02,-1.00000e-02,
-5.6199998e-02,-1.00000e-02,
-5.6179993e-02,-1.20000e-02,
-5.6159995e-02,-1.00000e-02,
-5.6139998e-02,-1.00000e-02,
-5.6119993e-02,-1.00000e-02,
-5.6099996e-02,-1.00000e-02,
-5.6079999e-02,-1.00000e-02,
-5.6059994e-02,-1.00000e-02,
-5.6039996e-02,-1.00000e-02,
-5.6019999e-02,-1.00000e-02,
-5.5999994e-02,-1.00000e-02,
-5.5979997e-02,-8.00000e-03,
-5.5960000e-02,-1.00000e-02,
-5.5939995e-02,-1.00000e-02,
-5.5919997e-02,-1.00000e-02,
-5.5899993e-02,-8.00000e-03,
-5.5879995e-02,-1.00000e-02,
-5.5859998e-02,-8.00000e-03,
-5.5839993e-02,-1.00000e-02,
-5.5819996e-02,-1.00000e-02,
-5.5799998e-02,-1.00000e-02,
-5.5779994e-02,-1.00000e-02,
-5.5759996e-02,-1.00000e-02,
-5.5739999e-02,-1.20000e-02,
-5.5719994e-02,-1.20000e-02,
-5.5699997e-02,-1.00000e-02,
-5.5679999e-02,-1.00000e-02,
-5.5659994e-02,-8.00000e-03,
-5.5639997e-02,-1.00000e-02,
-5.5619992e-02,-8.00000e-03,
-5.5599995e-02,-1.00000e-02,
-5.5579998e-02,-1.00000e-02,
-5.5559993e-02,-1.00000e-02,
-5.5539995e-02,-1.00000e-02,
-5.5519998e-02,-1.00000e-02,
-5.5499993e-02,-1.00000e-02,
-5.5479996e-02,-1.00000e-02,
-5.5459999e-02,-1.00000e-02,
-5.5439994e-02,-1.00000e-02,
-5.5419996e-02,-1.00000e-02,
-5.5399999e-02,-1.20000e-02,
-5.5379994e-02,-1.20000e-02,
-5.5359997e-02,-1.20000e-02,
-5.5339999e-02,-1.00000e-02,
-5.5319995e-02,-1.00000e-02,
-5.5299997e-02,-1.00000e-02,
-5.5279993e-02,-1.00000e-02,
-5.5259995e-02,-1.20000e-02,
-5.5239998e-02,-1.00000e-02,
-5.5219993e-02,-1.20000e-02,
-5.5199996e-02,-1.20000e-02,
-5.5179998e-02,-1.20000e-02,
-5.5159993e-02,-1.00000e-02,
-5.5139996e-02,-1.00000e-02,
-5.5119999e-02,-1.00000e-02,
-5.5099994e-02,-1.00000e-02,
-5.5079997e-02,-1.00000e-02,
-5.5059999e-02,-1.00000e-02,
-5.5039994e-02,-1.00000e-02,
-5.5019997e-02,-1.00000e-02,
-5.4999992e-02,-8.00000e-03,
-5.4979995e-02,-8.00000e-03,
-5.4959998e-02,-8.00000e-03,
-5.4939993e-02,-8.00000e-03,
-5.4919995e-02,-1.00000e-02,
-5.4899998e-02,-1.00000e-02,
-5.4879993e-02,-1.00000e-02,
-5.4859996e-02,-1.20000e-02,
-5.4839998e-02,-1.00000e-02,
-5.4819994e-02,-1.20000e-02,
-5.4799996e-02,-1.20000e-02,
-5.4779999e-02,-1.20000e-02,
-5.4759994e-02,-1.00000e-02,
-5.4739997e-02,-1.00000e-02,
-5.4719999e-02,-1.00000e-02,
-5.4699995e-02,-1.00000e-02,
-5.4679997e-02,-1.00000e-02,
-5.4659992e-02,-1.00000e-02,
-5.4639995e-02,-1.00000e-02,
-5.4619998e-02,-1.00000e-02,
-5.4599993e-02,-1.00000e-02,
-5.4579996e-02,-1.00000e-02,
-5.4559998e-02,-1.00000e-02,
-5.4539993e-02,-1.00000e-02,
-5.4519996e-02,-1.00000e-02,
-5.4499999e-02,-1.00000e-02,
-5.4479994e-02,-1.00000e-02,
-5.4459997e-02,-1.00000e-02,
-5.4439999e-02,-1.00000e-02,
-5.4419994e-02,-8.00000e-03,
-5.4399997e-02,-1.00000e-02,
-5.4380000e-02,-8.00000e-03,
-5.4359995e-02,-1.00000e-02,
-5.4339997e-02,-1.00000e-02,
-5.4319993e-02,-1.00000e-02,
-5.4299995e-02,-1.00000e-02,
-5.4279998e-02,-1.00000e-02,
-5.4259993e-02,-1.00000e-02,
-5.4239996e-02,-1.00000e-02,
-5.4219998e-02,-1.00000e-02,
-5.4199994e-02,-1.00000e-02,
-5.4179996e-02,-1.00000e-02,
-5.4159999e-02,-1.00000e-02,
-5.4139994e-02,-1.00000e-02,
-5.4119997e-02,-1.00000e-02,
-5.4099999e-02,-1.00000e-02,
-5.4079995e-02,-1.00000e-02,
-5.4059997e-02,-1.00000e-02,
-5.4039992e-02,-1.00000e-02,
-5.4019995e-02,-1.20000e-02,
-5.3999998e-02,-1.00000e-02,
-5.3979993e-02,-1.00000e-02,
-5.3959996e-02,-1.00000e-02,
-5.3939998e-02,-1.00000e-02,
-5.3919993e-02,-1.00000e-02,
-5.3899996e-02,-1.00000e-02,
-5.3879999e-02,-1.00000e-02,
-5.3859994e-02,-1.00000e-02,
-5.3839996e-02,-1.00000e-02,
-5.3819999e-02,-1.00000e-02,
-5.3799994e-02,-1.00000e-02,
-5.3779997e-02,-1.00000e-02,
-5.3760000e-02,-1.00000e-02,
-5.3739995e-02,-1.00000e-02,
-5.3719997e-02,-1.00000e-02,
-5.3699993e-02,-1.00000e-02,
-5.3679995e-02,-1.00000e-02,
-5.3659998e-02,-1.00000e-02,
-5.3639993e-02,-1.00000e-02,
-5.3619996e-02,-1.00000e-02,
-5.3599998e-02,-8.00000e-03,
-5.3579994e-02,-1.00000e-02,
-5.3559996e-02,-8.00000e-03,
-5.3539999e-02,-1.00000e-02,
-5.3519994e-02,-1.00000e-02,
-5.3499997e-02,-1.00000e-02,
-5.3479999e-02,-1.00000e-02,
-5.3459994e-02,-1.00000e-02,
-5.3439997e-02,-1.00000e-02,
-5.3419992e-02,-1.00000e-02,
-5.3399995e-02,-1.00000e-02,
-5.3379998e-02,-1.00000e-02,
-5.3359993e-02,-1.00000e-02,
-5.3339995e-02,-1.00000e-02,
-5.3319998e-02,-1.00000e-02,
-5.3299993e-02,-1.00000e-02,
-5.3279996e-02,-1.00000e-02,
-5.3259999e-02,-1.00000e-02,
-5.3239994e-02,-1.00000e-02,
-5.3219996e-02,-1.00000e-02,
-5.3199999e-02,-1.00000e-02,
-5.3179994e-02,-8.00000e-03,
-5.3159997e-02,-8.00000e-03,
-5.3140000e-02,-8.00000e-03,
-5.3119995e-02,-8.00000e-03,
-5.3099997e-02,-8.00000e-03,
-5.3079993e-02,-8.00000e-03,
-5.3059995e-02,-8.00000e-03,
-5.3039998e-02,-1.00000e-02,
-5.3019993e-02,-8.00000e-03,
-5.2999996e-02,-1.00000e-02,
-5.2979998e-02,-1.00000e-02,
-5.2959993e-02,-1.00000e-02,
-5.2939996e-02,-1.00000e-02,
-5.2919999e-02,-1.00000e-02,
-5.2899994e-02,-1.00000e-02,
-5.2879997e-02,-1.00000e-02,
-5.2859999e-02,-1.00000e-02,
-5.2839994e-02,-8.00000e-03,
-5.2819997e-02,-1.00000e-02,
-5.2799992e-02,-1.00000e-02,
-5.2779995e-02,-1.00000e-02,
-5.2759998e-02,-1.00000e-02,
-5.2739993e-02,-1.00000e-02,
-5.2719995e-02,-1.00000e-02,
-5.2699998e-02,-1.00000e-02,
-5.2679993e-02,-1.00000e-02,
-5.2659996e-02,-1.00000e-02,
-5.2639998e-02,-1.00000e-02,
-5.2619994e-02,-1.00000e-02,
-5.2599996e-02,-1.00000e-02,
-5.2579999e-02,-1.00000e-02,
-5.2559994e-02,-1.00000e-02,
-5.2539997e-02,-1.00000e-02,
-5.2519999e-02,-1.00000e-02,
-5.2499995e-02,-1.00000e-02,
-5.2479997e-02,-1.00000e-02,
-5.2459992e-02,-1.00000e-02,
-5.2439995e-02,-1.00000e-02,
-5.2419998e-02,-1.00000e-02,
-5.2399993e-02,-1.20000e-02,
-5.2379996e-02,-1.00000e-02,
-5.2359998e-02,-1.20000e-02,
-5.2339993e-02,-1.20000e-02,
-5.2319996e-02,-1.20000e-02,
-5.2299999e-02,-1.00000e-02,
-5.2279994e-02,-1.20000e-02,
-5.2259997e-02,-1.00000e-02,
-5.2239999e-02,-1.00000e-02,
-5.2219994e-02,-1.00000e-02,
-5.2199997e-02,-1.20000e-02,
-5.2180000e-02,-1.00000e-02,
-5.2159995e-02,-1.00000e-02,
-5.2139997e-02,-1.00000e-02,
-5.2119993e-02,-1.00000e-02,
-5.2099995e-02,-1.00000e-02,
-5.2079998e-02,-1.00000e-02,
-5.2059993e-02,-1.00000e-02,
-5.2039996e-02,-8.00000e-03,
-5.2019998e-02,-8.00000e-03,
-5.1999994e-02,-1.00000e-02,
-5.1979996e-02,-1.00000e-02,
-5.1959999e-02,-1.00000e-02,
-5.1939994e-02,-1.00000e-02,
-5.1919997e-02,-1.00000e-02,
-5.1899999e-02,-1.00000e-02,
-5.1879995e-02,-1.00000e-02,
-5.1859997e-02,-1.00000e-02,
-5.1839992e-02,-1.00000e-02,
-5.1819995e-02,-1.00000e-02,
-5.1799998e-02,-1.00000e-02,
-5.1779993e-02,-1.00000e-02,
-5.1759996e-02,-1.00000e-02,
-5.1739998e-02,-1.00000e-02,
-5.1719993e-02,-1.00000e-02,
-5.1699996e-02,-8.00000e-03,
-5.1679999e-02,-1.00000e-02,
-5.1659994e-02,-1.00000e-02,
-5.1639996e-02,-8.00000e-03,
-5.1619999e-02,-8.00000e-03,
-5.1599994e-02,-1.00000e-02,
-5.1579997e-02,-1.00000e-02,
-5.1560000e-02,-1.00000e-02,
-5.1539995e-02,-8.00000e-03,
-5.1519997e-02,-1.00000e-02,
-5.1499993e-02,-1.00000e-02,
-5.1479995e-02,-1.00000e-02,
-5.1459998e-02,-1.00000e-02,
-5.1439993e-02,-1.00000e-02,
-5.1419996e-02,-1.00000e-02,
-5.1399998e-02,-1.00000e-02,
-5.1379994e-02,-8.00000e-03,
-5.1359996e-02,-1.00000e-02,
-5.1339999e-02,-1.00000e-02,
-5.1319994e-02,-1.00000e-02,
-5.1299997e-02,-1.00000e-02,
-5.1279999e-02,-1.00000e-02,
-5.1259995e-02,-8.00000e-03,
-5.1239997e-02,-8.00000e-03,
-5.1219992e-02,-8.00000e-03,
-5.1199995e-02,-1.00000e-02,
-5.1179998e-02,-1.00000e-02,
-5.1159993e-02,-8.00000e-03,
-5.1139995e-02,-8.00000e-03,
-5.1119998e-02,-8.00000e-03,
-5.1099993e-02,-8.00000e-03,
-5.1079996e-02,-1.00000e-02,
-5.1059999e-02,-8.00000e-03,
-5.1039994e-02,-1.00000e-02,
-5.1019996e-02,-1.00000e-02,
-5.0999999e-02,-1.00000e-02,
-5.0979994e-02,-8.00000e-03,
-5.0959997e-02,-6.00000e-03,
-5.0940000e-02,-8.00000e-03,
-5.0919995e-02,-8.00000e-03,
-5.0899997e-02,-8.00000e-03,
-5.0879993e-02,-8.00000e-03,
-5.0859995e-02,-1.00000e-02,
-5.0839998e-02,-1.00000e-02,
-5.0819993e-02,-1.00000e-02,
-5.0799996e-02,-1.00000e-02,
-5.0779998e-02,-1.00000e-02,
-5.0759993e-02,-1.00000e-02,
-5.0739996e-02,-1.00000e-02,
-5.0719999e-02,-1.00000e-02,
-5.0699994e-02,-1.00000e-02,
-5.0679997e-02,-1.00000e-02,
-5.0659999e-02,-1.20000e-02,
-5.0639994e-02,-1.00000e-02,
-5.0619997e-02,-1.00000e-02,
-5.0600000e-02,-1.00000e-02,
-5.0579995e-02,-1.00000e-02,
-5.0559998e-02,-1.00000e-02,
-5.0539993e-02,-1.00000e-02,
-5.0519995e-02,-1.00000e-02,
-5.0499998e-02,-1.00000e-02,
-5.0479993e-02,-1.00000e-02,
-5.0459996e-02,-1.00000e-02,
-5.0439999e-02,-1.00000e-02,
-5.0419994e-02,-1.00000e-02,
-5.0399996e-02,-1.00000e-02,
-5.0379999e-02,-1.00000e-02,
-5.0359994e-02,-1.00000e-02,
-5.0339997e-02,-1.00000e-02,
-5.0319999e-02,-8.00000e-03,
-5.0299995e-02,-8.00000e-03,
-5.0279997e-02,-1.00000e-02,
-5.0259992e-02,-1.00000e-02,
-5.0239995e-02,-1.00000e-02,
-5.0219998e-02,-1.00000e-02,
-5.0199993e-02,-1.00000e-02,
-5.0179996e-02,-1.00000e-02,
-5.0159998e-02,-1.00000e-02,
-5.0139993e-02,-1.00000e-02,
-5.0119996e-02,-1.00000e-02,
-5.0099999e-02,-1.00000e-02,
-5.0079994e-02,-1.00000e-02,
-5.0059997e-02,-1.00000e-02,
-5.0039999e-02,-1.00000e-02,
-5.0019994e-02,-8.00000e-03,
-4.9999997e-02,-1.00000e-02,
-4.9980000e-02,-8.00000e-03,
-4.9959995e-02,-8.00000e-03,
-4.9939997e-02,-1.00000e-02,
-4.9919993e-02,-1.00000e-02,
-4.9899995e-02,-8.00000e-03,
-4.9879998e-02,-1.00000e-02,
-4.9859993e-02,-1.00000e-02,
-4.9839996e-02,-1.00000e-02,
-4.9819998e-02,-1.00000e-02,
-4.9799994e-02,-1.00000e-02,
-4.9779996e-02,-8.00000e-03,
-4.9759999e-02,-1.00000e-02,
-4.9739994e-02,-1.00000e-02,
-4.9719997e-02,-1.00000e-02,
-4.9699999e-02,-1.00000e-02,
-4.9679995e-02,-1.00000e-02,
-4.9659997e-02,-1.00000e-02,
-4.9639992e-02,-1.00000e-02,
-4.9619995e-02,-1.00000e-02,
-4.9599998e-02,-1.00000e-02,
-4.9579993e-02,-1.00000e-02,
-4.9559996e-02,-1.00000e-02,
-4.9539998e-02,-1.20000e-02,
-4.9519993e-02,-1.00000e-02,
-4.9499996e-02,-1.00000e-02,
-4.9479999e-02,-1.00000e-02,
-4.9459994e-02,-1.00000e-02,
-4.9439996e-02,-1.00000e-02,
-4.9419999e-02,-1.00000e-02,
-4.9399994e-02,-1.00000e-02,
-4.9379997e-02,-1.00000e-02,
-4.9360000e-02,-1.00000e-02,
-4.9339995e-02,-1.00000e-02,
-4.9319997e-02,-1.00000e-02,
-4.9299993e-02,-1.00000e-02,
-4.9279995e-02,-1.00000e-02,
-4.9259998e-02,-1.00000e-02,
-4.9239993e-02,-8.00000e-03,
-4.9219996e-02,-1.00000e-02,
-4.9199998e-02,-8.00000e-03,
-4.9179994e-02,-8.00000e-03,
-4.9159996e-02,-8.00000e-03,
-4.9139999e-02,-8.00000e-03,
-4.9119994e-02,-1.00000e-02,
-4.9099997e-02,-8.00000e-03,
-4.9079999e-02,-1.00000e-02,
-4.9059995e-02,-8.00000e-03,
-4.9039997e-02,-8.00000e-03,
-4.9019992e-02,-8.00000e-03,
-4.8999995e-02,-8.00000e-03,
-4.8979998e-02,-8.00000e-03,
-4.8959993e-02,-1.00000e-02,
-4.8939995e-02,-8.00000e-03,
-4.8919998e-02,-8.00000e-03,
-4.8899993e-02,-8.00000e-03,
-4.8879996e-02,-6.00000e-03,
-4.8859999e-02,-8.00000e-03,
-4.8839994e-02,-8.00000e-03,
-4.8819996e-02,-8.00000e-03,
-4.8799999e-02,-8.00000e-03,
-4.8779994e-02,-1.00000e-02,
-4.8759997e-02,-1.00000e-02,
-4.8740000e-02,-1.00000e-02,
-4.8719995e-02,-1.00000e-02,
-4.8699997e-02,-8.00000e-03,
-4.8679993e-02,-1.00000e-02,
-4.8659995e-02,-1.00000e-02,
-4.8639998e-02,-1.00000e-02,
-4.8619993e-02,-1.00000e-02,
-4.8599996e-02,-1.00000e-02,
-4.8579998e-02,-1.00000e-02,
-4.8559994e-02,-1.00000e-02,
-4.8539996e-02,-1.00000e-02,
-4.8519999e-02,-8.00000e-03,
-4.8499994e-02,-8.00000e-03,
-4.8479997e-02,-8.00000e-03,
-4.8459999e-02,-1.00000e-02,
-4.8439994e-02,-1.00000e-02,
-4.8419997e-02,-1.00000e-02,
-4.8400000e-02,-8.00000e-03,
-4.8379995e-02,-1.00000e-02,
-4.8359998e-02,-8.00000e-03,
-4.8339993e-02,-8.00000e-03,
-4.8319995e-02,-8.00000e-03,
-4.8299998e-02,-8.00000e-03,
-4.8279993e-02,-1.00000e-02,
-4.8259996e-02,-8.00000e-03,
-4.8239999e-02,-1.00000e-02,
